loan_id,customer_id,product_type,loan_amount,interest_rate,tenor_months,ltv_ratio,monthly_installment,origination_date,branch_id,sales_agent_id
LOAN000036,CUST000813,Auto,141088279,0.11757303350760376,60,0.8448948202119628,3121154.8547027367,2024-07-25 07:16:19.760874,9,27
LOAN000037,CUST000220,Property,101303856,0.058610111063862616,150,0.877853639616851,954269.2536563713,2024-12-27 07:16:19.760874,17,72
LOAN000038,CUST000719,Auto,55837541,0.09204208572965573,54,0.8828820032190916,1266815.4235777103,2023-10-16 07:16:19.760874,3,63
LOAN000039,CUST000942,Property,117693647,0.06991566979468855,126,0.8190682771534693,1321113.772474989,2025-03-12 07:16:19.760874,13,52
LOAN000040,CUST000520,Auto,86910998,0.11215833036749842,12,0.9,7690090.709811115,2024-08-28 07:16:19.760874,12,47
LOAN000041,CUST000532,Property,384400950,0.07741957569777935,120,0.9,4611596.659594285,2022-12-14 07:16:19.760874,16,21
LOAN000042,CUST000454,Auto,121428885,0.09864286558323858,30,0.8669032988032228,4583738.977399162,2023-05-31 07:16:19.760874,4,57
LOAN000043,CUST000326,Motorcycle,29661439,0.12043045851621993,24,0.8513690429046752,1396863.2572983364,2025-01-25 07:16:19.760874,18,75
LOAN000044,CUST000468,Motorcycle,31118817,0.15741814356326267,12,0.9,2819636.30548506,2022-10-30 07:16:19.760874,3,95
LOAN000045,CUST000596,Motorcycle,49943751,0.10646321103296524,30,0.8220434306939386,1903487.689552124,2024-12-03 07:16:19.760874,17,91
LOAN000046,CUST000986,Auto,69849320,0.12186718065794558,12,0.8328215458432908,6212130.348814799,2023-06-22 07:16:19.760874,1,42
LOAN000047,CUST000934,Motorcycle,35965124,0.13765624107628538,12,0.856070785627117,3225239.984789641,2023-04-17 07:16:19.760874,19,48
LOAN000048,CUST000859,Auto,57302817,0.07577785021625599,12,0.8743675999637248,4973502.480240821,2024-09-16 07:16:19.760874,4,27
LOAN000049,CUST000885,Motorcycle,31042310,0.12978535936921853,18,0.8811257155990325,1907164.3763992605,2022-04-03 07:16:19.760874,17,72
LOAN000050,CUST000459,Auto,52367980,0.06463886561651205,60,0.8958966942514665,1023754.0622013676,2023-09-30 07:16:19.760874,7,33
LOAN000051,CUST000653,Property,102367936,0.07630167558318779,126,0.897768890181449,1183341.7654891557,2024-12-17 07:16:19.760874,2,76
LOAN000052,CUST000891,Auto,53880918,0.08911007291160626,54,0.8503136720329018,1214835.985336661,2023-05-07 07:16:19.760874,12,35
LOAN000053,CUST000392,Auto,59280087,0.08323276239998385,24,0.8320236977161602,2689826.5459694527,2024-12-12 07:16:19.760874,5,98
LOAN000054,CUST000962,Auto,112169746,0.09972993510814047,42,0.827347936867317,3174852.689422252,2022-07-12 07:16:19.760874,16,16
LOAN000055,CUST000412,Motorcycle,30063025,0.11216010604762253,36,0.9,987303.0091401035,2024-11-19 07:16:19.760874,8,36
LOAN000056,CUST000594,Auto,140383305,0.12116949544237929,12,0.8932305621426376,12480568.27884092,2022-04-24 07:16:19.760874,8,66
LOAN000057,CUST000711,Motorcycle,29160557,0.0885689777259463,36,0.9,925356.9973873345,2022-11-16 07:16:19.760874,13,76
LOAN000058,CUST000950,Property,108055072,0.08219071562537669,84,0.863796231289766,1695987.2924995231,2022-05-21 07:16:19.760874,14,91
LOAN000059,CUST000245,Motorcycle,19013254,0.23305120816877828,18,0.8524144051560939,1261776.2440558672,2024-01-14 07:16:19.760874,11,56
LOAN000060,CUST000749,Motorcycle,48827093,0.16487423094478412,24,0.8511010550485576,2402113.549399435,2023-08-10 07:16:19.760874,6,17
LOAN000061,CUST000514,Auto,51551679,0.10618565206427187,30,0.8616469237317592,1964101.6917794242,2022-09-23 07:16:19.760874,16,20
LOAN000062,CUST000266,Motorcycle,23330966,0.16739080392109706,24,0.9,1150612.886815406,2024-03-23 07:16:19.760874,15,85
LOAN000063,CUST000777,Auto,139753600,0.12991143472964853,54,0.9,3431397.296269229,2022-06-20 07:16:19.760874,16,94
LOAN000064,CUST000542,Motorcycle,28415206,0.19630731656572745,12,0.8836530198866117,2627209.312986296,2022-03-24 07:16:19.760874,13,84
LOAN000065,CUST000657,Auto,126865543,0.10174212438611943,30,0.7296172120468717,4807247.819319097,2022-04-13 07:16:19.760874,12,8
LOAN000066,CUST000323,Motorcycle,31942493,0.17036654428957346,18,0.9,2023476.9294489154,2023-08-09 07:16:19.760874,18,18
LOAN000067,CUST000473,Auto,60495778,0.0839992802129535,24,0.889560890223729,2747107.8676682482,2022-06-25 07:16:19.760874,18,18
LOAN000068,CUST000612,Property,112788492,0.09973909475641146,162,0.855862285359317,1269583.415576141,2024-01-10 07:16:19.760874,14,18
LOAN000069,CUST000404,Auto,50521850,0.0848039573602445,54,0.8579874838296832,1128697.9282419987,2024-02-01 07:16:19.760874,2,2
LOAN000070,CUST000195,Motorcycle,44103369,0.1388612909570889,36,0.8338924222442426,1504910.5838645431,2022-04-15 07:16:19.760874,2,76
LOAN000071,CUST000962,Auto,87657983,0.11990335330317213,60,0.9,1949475.3334310364,2022-05-13 07:16:19.760874,3,96
LOAN000072,CUST000503,Motorcycle,9260841,0.17742074697634222,30,0.9,384440.005739057,2025-02-27 07:16:19.760874,8,72
LOAN000073,CUST000735,Property,108460723,0.0844913492545402,168,0.9,1103034.4616251052,2024-05-08 07:16:19.760874,11,51
LOAN000074,CUST000408,Motorcycle,13230219,0.18234376187384316,24,0.8627655170537044,662006.035996191,2023-01-11 07:16:19.760874,12,10
LOAN000075,CUST000356,Motorcycle,26455785,0.14145631771453815,12,0.8410911821205461,2377201.8744173883,2025-01-24 07:16:19.760874,4,75
LOAN000076,CUST000406,Property,105811270,0.08921222000398585,78,0.8290509177626921,1792573.4831836445,2024-06-14 07:16:19.760874,9,14
LOAN000077,CUST000408,Motorcycle,31007738,0.112961600760459,30,0.8720571799463926,1191221.7962777717,2024-07-21 07:16:19.760874,17,26
LOAN000078,CUST000537,Motorcycle,29005519,0.13808780927146086,30,0.9,1148819.4462784664,2023-09-29 07:16:19.760874,16,47
LOAN000079,CUST000536,Motorcycle,15824078,0.23169353962879294,36,0.9,613943.2861681882,2023-08-04 07:16:19.760874,17,30
LOAN000080,CUST000489,Motorcycle,39798890,0.12425226096440029,30,0.8982847232538144,1550127.652704997,2022-10-08 07:16:19.760874,15,56
LOAN000081,CUST000131,Auto,75126431,0.1282138464084179,36,0.8714582733252726,2524847.8984287046,2024-10-20 07:16:19.760874,20,42
LOAN000082,CUST000488,Property,116119059,0.07630148788562734,138,0.8674247678627657,1266427.8522020378,2022-11-14 07:16:19.760874,7,4
LOAN000083,CUST000170,Motorcycle,12413346,0.1482734558928552,18,0.8552056705105432,773395.6657779949,2023-07-22 07:16:19.760874,10,11
LOAN000084,CUST000121,Auto,165451633,0.11185207556803502,36,0.8505188738839053,5431197.090468331,2025-01-19 07:16:19.760874,4,24
LOAN000085,CUST000929,Motorcycle,40027802,0.15093190279196794,12,0.8583132301998141,3614602.2623575944,2023-12-28 07:16:19.760874,14,86
LOAN000086,CUST000598,Auto,124246830,0.08857098790691498,54,0.9,2798143.6233767355,2024-02-02 07:16:19.760874,14,67
LOAN000087,CUST000655,Auto,82987816,0.10761511691495866,54,0.9,1945591.2559735186,2022-11-17 07:16:19.760874,14,37
LOAN000088,CUST000401,Motorcycle,28938728,0.1853093809064546,12,0.8587206417105133,2660420.1143898824,2023-08-08 07:16:19.760874,14,2
LOAN000089,CUST000907,Property,121748865,0.08045629329987863,174,0.8731831065940254,1187559.8932515394,2025-02-18 07:16:19.760874,20,12
LOAN000090,CUST000634,Property,131451452,0.05537879889073938,126,0.7759856654453604,1378153.143252298,2023-11-22 07:16:19.760874,18,21
LOAN000091,CUST000772,Property,116512173,0.09909297050626463,156,0.8398075893166917,1331162.0894282616,2022-08-28 07:16:19.760874,15,69
LOAN000092,CUST000371,Property,102395338,0.0696630794496097,108,0.8850976714004997,1278837.7073580234,2024-01-04 07:16:19.760874,19,71
LOAN000093,CUST000960,Auto,62653125,0.0838130663041024,42,0.8244695382414333,1726387.3459386332,2024-11-02 07:16:19.760874,13,64
LOAN000094,CUST000821,Auto,211128706,0.06633910886876704,24,0.9,9417775.884380132,2023-11-30 07:16:19.760874,12,68
LOAN000095,CUST000851,Property,116648012,0.05882828312004884,132,0.8648249146405621,1202337.1477013915,2022-07-08 07:16:19.760874,19,43
LOAN000096,CUST000174,Auto,53046923,0.1062515315067113,54,0.9,1240101.8254671104,2024-10-08 07:16:19.760874,19,54
LOAN000097,CUST000268,Motorcycle,34837837,0.12250601358623017,18,0.8792961501741438,2128540.376639743,2024-04-07 07:16:19.760874,20,100
LOAN000098,CUST000282,Motorcycle,36577896,0.17322873174493078,36,0.9,1309986.9911928484,2024-02-26 07:16:19.760874,2,62
LOAN000099,CUST000268,Auto,61255221,0.12167085742610767,36,0.8633122905249295,2039441.727472343,2022-12-17 07:16:19.760874,3,86
LOAN000100,CUST000852,Property,118392068,0.08636908079002986,90,0.8629349443755294,1791772.7122952398,2024-06-03 07:16:19.760874,10,93
LOAN000101,CUST000030,Motorcycle,7987209,0.171457097516737,12,0.8776793551900034,729023.8396633562,2022-04-29 07:16:19.760874,5,73
LOAN000102,CUST000071,Motorcycle,19558846,0.1584060491472188,18,0.9,1227926.1758869041,2023-09-30 07:16:19.760874,12,90
LOAN000103,CUST000272,Property,328463716,0.07218186136641178,96,0.8422818661916601,4513928.941347066,2023-06-28 07:16:19.760874,7,12
LOAN000104,CUST000197,Motorcycle,24800284,0.18953813140538917,18,0.8523672463889005,1593700.4002290654,2023-07-22 07:16:19.760874,9,1
LOAN000105,CUST000229,Auto,141522884,0.09930116999082735,42,0.8146975460943271,4002785.0223617544,2022-07-14 07:16:19.760874,2,72
LOAN000106,CUST000799,Motorcycle,17497203,0.13210678195403425,30,0.8424367562790541,688020.1683259006,2023-05-27 07:16:19.760874,10,33
LOAN000107,CUST000551,Property,125043399,0.07159747929204721,162,0.8552574083617419,1206213.821297498,2025-01-25 07:16:19.760874,6,64
LOAN000108,CUST000005,Motorcycle,35774778,0.15678491736972583,36,0.9,1252063.925840605,2024-12-07 07:16:19.760874,12,68
LOAN000109,CUST000424,Motorcycle,8957885,0.1216927113021501,30,0.9,347816.8878207626,2022-10-01 07:16:19.760874,6,14
LOAN000110,CUST000407,Motorcycle,48551546,0.1360658418043096,30,0.9,1918289.7551973201,2023-11-28 07:16:19.760874,3,93
LOAN000111,CUST000109,Auto,131228466,0.1045291535319843,54,0.9,3056727.207951919,2023-05-18 07:16:19.760874,10,14
LOAN000112,CUST000675,Property,105154801,0.07630636381071758,66,0.9,1955891.339776591,2022-04-22 07:16:19.760874,9,9
LOAN000113,CUST000703,Property,117464878,0.09054099702711882,156,0.8709450968350226,1283641.9180894548,2023-01-08 07:16:19.760874,20,73
LOAN000114,CUST000722,Auto,197061100,0.1165367726141823,36,0.8621250014134155,6512700.314159393,2024-12-20 07:16:19.760874,5,26
LOAN000115,CUST000732,Auto,88084876,0.0805567556411335,36,0.8760989356532798,2762522.818190688,2023-02-21 07:16:19.760874,3,49
LOAN000116,CUST000001,Property,105979336,0.07705575915169453,96,0.8804455273733297,1482385.1902165585,2023-11-27 07:16:19.760874,5,17
LOAN000117,CUST000955,Property,107842953,0.08378883787802836,174,0.8653338263497112,1072629.0397869102,2022-09-15 07:16:19.760874,8,68
LOAN000118,CUST000816,Property,101600651,0.08777797630877715,72,0.8532500861454347,1820221.7800140795,2023-12-01 07:16:19.760874,8,60
LOAN000119,CUST000902,Property,110885897,0.0945769783531325,132,0.8765499883015919,1354472.0175009628,2023-11-28 07:16:19.760874,14,3
LOAN000120,CUST000015,Motorcycle,48192547,0.17258544993600813,18,0.8597843494550826,3057956.2856047996,2023-12-22 07:16:19.760874,17,93
LOAN000121,CUST000931,Motorcycle,44338200,0.12523936296961466,24,0.8448168146081426,2098017.985383936,2022-04-11 07:16:19.760874,11,25
LOAN000122,CUST000812,Motorcycle,45947977,0.1425423162424307,18,0.9,2850353.900678562,2023-11-28 07:16:19.760874,16,21
LOAN000123,CUST000835,Auto,56757452,0.08774997683795185,42,0.9,1574389.4861471807,2022-11-26 07:16:19.760874,6,12
LOAN000124,CUST000087,Motorcycle,7720111,0.16237067907257843,24,0.9,378875.7135614773,2023-01-15 07:16:19.760874,11,54
LOAN000125,CUST000741,Motorcycle,36314976,0.17859460865637525,18,0.8539168755665667,2314673.2569465376,2025-03-17 07:16:19.760874,10,1
LOAN000126,CUST000960,Motorcycle,13855556,0.13135933078542145,24,0.9,659603.3907641215,2022-08-29 07:16:19.760874,9,1
LOAN000127,CUST000679,Motorcycle,25398488,0.135593566976028,30,0.8825306071581366,1002931.4906350217,2025-03-10 07:16:19.760874,15,45
LOAN000128,CUST000558,Motorcycle,49702375,0.1169170826691735,18,0.9,3023839.578892921,2023-11-21 07:16:19.760874,7,46
LOAN000129,CUST000946,Auto,109333444,0.10577754318278526,48,0.9,2803413.012045289,2025-02-23 07:16:19.760874,18,48
LOAN000130,CUST000437,Auto,150897367,0.07212277066488779,42,0.7690469769216534,4076045.2512767366,2023-06-07 07:16:19.760874,1,7
LOAN000131,CUST000592,Auto,69464248,0.0872808015859995,24,0.8562429742422204,3164796.802883632,2022-06-01 07:16:19.760874,15,10
LOAN000132,CUST000469,Auto,102835003,0.09757957937980873,24,0.9,4733833.722091154,2024-06-22 07:16:19.760874,2,15
LOAN000133,CUST000929,Property,224233354,0.07596296566002093,162,0.9,2217125.875281702,2023-09-12 07:16:19.760874,2,40
LOAN000134,CUST000071,Auto,51556746,0.06985428654311143,60,0.8648853730049816,1020530.9592690987,2022-08-23 07:16:19.760874,10,11
LOAN000135,CUST000492,Auto,64021086,0.09589414811897214,18,0.8998756500511277,3832827.364774351,2022-11-30 07:16:19.760874,20,56
LOAN000136,CUST000687,Motorcycle,24856064,0.14638666884754525,12,0.8847706689369088,2239230.5611802363,2025-02-14 07:16:19.760874,15,46
LOAN000137,CUST000793,Motorcycle,33151531,0.1439794434487401,24,0.8696315861660172,1597939.985923635,2025-03-02 07:16:19.760874,10,45
LOAN000138,CUST000570,Auto,57390156,0.0680388901614221,60,0.8577067891344452,1131091.3261512746,2025-02-03 07:16:19.760874,19,87
LOAN000139,CUST000907,Motorcycle,33538553,0.12862264011398017,24,0.9,1592315.0056473278,2024-10-11 07:16:19.760874,13,13
LOAN000140,CUST000941,Motorcycle,32741571,0.13602381173480144,18,0.8624701624218721,2021104.810167748,2022-07-15 07:16:19.760874,11,27
LOAN000141,CUST000061,Auto,80920181,0.09710935071294177,18,0.8658037391713298,4849066.476147541,2023-03-24 07:16:19.760874,2,81
LOAN000142,CUST000402,Auto,67885507,0.1164028718824612,30,0.8591173602197332,2618930.5326747154,2022-10-14 07:16:19.760874,13,50
LOAN000143,CUST000022,Property,112228693,0.08472707312869346,174,0.879929118553499,1122357.1475256088,2023-10-27 07:16:19.760874,1,61
LOAN000144,CUST000328,Property,119021979,0.08177023128993784,162,0.9,1215620.4749990166,2024-07-15 07:16:19.760874,5,13
LOAN000145,CUST000529,Motorcycle,7385488,0.19225858480337757,24,0.8883674354357894,373103.17721782683,2023-01-29 07:16:19.760874,7,12
LOAN000146,CUST000909,Auto,209383537,0.11777913725734333,12,0.8382184189068207,18581726.957792863,2023-06-06 07:16:19.760874,13,29
LOAN000147,CUST000842,Motorcycle,48827326,0.16667478082725382,24,0.8805969619551249,2406339.372730125,2023-12-07 07:16:19.760874,13,85
LOAN000148,CUST000123,Motorcycle,49508350,0.1370871690359785,18,0.9,3058564.7522024605,2023-06-07 07:16:19.760874,20,84
LOAN000149,CUST000087,Auto,76211821,0.07821264824871489,12,0.8494009600040183,6623250.026401324,2023-10-10 07:16:19.760874,6,20
LOAN000150,CUST000578,Motorcycle,7537169,0.18664270780175857,18,0.860577977497859,483304.9942780696,2023-10-22 07:16:19.760874,20,31
LOAN000151,CUST000524,Motorcycle,34098782,0.12520135446458558,18,0.9,2087661.7865660267,2023-11-14 07:16:19.760874,12,8
LOAN000152,CUST000264,Auto,290213894,0.08027119001801508,12,0.877233539142479,25248889.84500629,2024-03-29 07:16:19.760874,8,24
LOAN000153,CUST000896,Motorcycle,10707607,0.17172263024839624,12,0.9,977460.207906946,2024-09-12 07:16:19.760874,9,75
LOAN000154,CUST000926,Property,108466728,0.07412871612777655,144,0.9,1139465.5529213906,2023-12-28 07:16:19.760874,18,39
LOAN000155,CUST000402,Auto,85462331,0.11087806967089667,42,0.9,2464389.630534968,2023-01-18 07:16:19.760874,11,33
LOAN000156,CUST000886,Property,106739098,0.08458188429861445,150,0.9,1155137.1430995427,2023-02-21 07:16:19.760874,20,42
LOAN000157,CUST000385,Auto,58608550,0.10669858051790976,42,0.9,1678305.4571803364,2023-08-30 07:16:19.760874,11,15
LOAN000158,CUST000738,Property,102086932,0.0778391657487381,150,0.8569340311387068,1066581.4011565112,2022-05-12 07:16:19.760874,15,68
LOAN000159,CUST000468,Auto,78798530,0.09392426200405068,48,0.8237335653158665,1975620.7455846374,2024-02-01 07:16:19.760874,9,65
LOAN000160,CUST000117,Auto,60887700,0.09379515883628148,42,0.861744990519498,1706268.459170422,2023-05-12 07:16:19.760874,3,32
LOAN000161,CUST000926,Motorcycle,29749478,0.12823716770449814,24,0.8847337388147879,1411882.3601560828,2023-01-18 07:16:19.760874,17,11
LOAN000162,CUST000446,Motorcycle,46572224,0.18291856315625044,12,0.9,4276212.6369452765,2022-06-12 07:16:19.760874,17,94
LOAN000163,CUST000736,Property,116534445,0.06573350789189653,156,0.9,1113029.9315395313,2022-11-26 07:16:19.760874,3,37
LOAN000164,CUST000369,Auto,54235798,0.11615612917090613,54,0.8789046951486985,1294367.9533948887,2022-07-23 07:16:19.760874,19,19
LOAN000165,CUST000018,Auto,55025669,0.11002526244300415,36,0.8451418823475076,1801535.641522528,2023-11-19 07:16:19.760874,9,51
LOAN000166,CUST000095,Motorcycle,8075827,0.09522582774321033,30,0.9,303568.8973246557,2023-01-17 07:16:19.760874,17,100
LOAN000167,CUST000488,Motorcycle,30908299,0.17193709503185098,24,0.8230448747529866,1531054.6838373418,2025-02-03 07:16:19.760874,18,34
LOAN000168,CUST000691,Auto,213231162,0.08273620575666345,18,0.9,12637195.849467367,2024-07-14 07:16:19.760874,15,71
LOAN000169,CUST000334,Motorcycle,5171948,0.16617376714592658,12,0.9,470767.6189762503,2025-02-27 07:16:19.760874,1,60
LOAN000170,CUST000696,Motorcycle,26002189,0.14129770180972337,12,0.8148687098168498,2336249.573303388,2024-01-03 07:16:19.760874,10,84
LOAN000171,CUST000700,Property,138292666,0.07388914937523283,156,0.8615033915976483,1381918.0017037366,2023-12-23 07:16:19.760874,8,53
LOAN000172,CUST000705,Property,128477129,0.06766247939104736,168,0.8472984727905123,1185305.1473417047,2024-07-24 07:16:19.760874,10,12
LOAN000173,CUST000485,Auto,59624230,0.09724517801884844,30,0.8061257911740942,2246846.8756665885,2023-08-12 07:16:19.760874,2,62
LOAN000174,CUST000913,Motorcycle,39731439,0.14112936847627391,30,0.9,1579421.0164195371,2022-10-12 07:16:19.760874,19,96
LOAN000175,CUST000481,Auto,60410505,0.0967664014557101,54,0.8666250908636985,1384340.012212426,2023-10-14 07:16:19.760874,14,66
LOAN000176,CUST000444,Motorcycle,39920998,0.11504838757944977,36,0.886990857041025,1316526.9581672212,2024-08-10 07:16:19.760874,8,86
LOAN000177,CUST000196,Motorcycle,18288575,0.16260805587169683,30,0.9,745967.965810069,2023-08-12 07:16:19.760874,19,48
LOAN000178,CUST000309,Property,110670171,0.09451705880776824,174,0.8718554913245535,1170593.570607202,2022-10-06 07:16:19.760874,1,40
LOAN000179,CUST000039,Motorcycle,25417452,0.13780419224690518,18,0.8896980960830992,1571111.8790584772,2024-06-19 07:16:19.760874,16,24
LOAN000180,CUST000629,Property,109255996,0.08899198145990007,108,0.9,1473813.2366052421,2025-02-22 07:16:19.760874,15,50
LOAN000181,CUST000247,Property,118600134,0.06997454367610478,138,0.9,1253469.23247094,2025-01-02 07:16:19.760874,20,95
LOAN000182,CUST000304,Property,114816187,0.09650748344305217,150,0.9,1320512.2517033683,2022-08-03 07:16:19.760874,5,68
LOAN000183,CUST000773,Property,199859566,0.06331984856332294,78,0.8220162083080246,3132325.861704775,2022-07-27 07:16:19.760874,3,88
LOAN000184,CUST000327,Motorcycle,31904822,0.130247065857087,24,0.9,1517183.6641442934,2024-12-31 07:16:19.760874,17,43
LOAN000185,CUST000242,Auto,102788648,0.13411586866891462,24,0.8182992821438066,4906654.87710966,2023-05-25 07:16:19.760874,10,17
LOAN000186,CUST000170,Auto,107894006,0.09926881522417565,24,0.9,4975120.565814614,2025-03-16 07:16:19.760874,5,83
LOAN000187,CUST000776,Auto,50260227,0.11125679992643209,42,0.8847838566595742,1450216.1563499796,2023-09-10 07:16:19.760874,11,55
LOAN000188,CUST000125,Motorcycle,30731301,0.1512099120266743,12,0.8060081643787848,2775510.1850792486,2023-02-17 07:16:19.760874,6,34
LOAN000189,CUST000446,Motorcycle,24029155,0.1537136114033491,36,0.8918070089455017,837355.0588251646,2023-08-27 07:16:19.760874,4,97
LOAN000190,CUST000498,Motorcycle,25789977,0.1492100749359089,18,0.8754485362240579,1607943.6213894156,2023-09-28 07:16:19.760874,7,70
LOAN000191,CUST000688,Property,102027461,0.07934861664271112,180,0.871509365099383,971194.7679883324,2024-09-13 07:16:19.760874,19,60
LOAN000192,CUST000629,Property,101641397,0.06679531868979728,78,0.9,1609949.777957448,2025-01-22 07:16:19.760874,7,51
LOAN000193,CUST000813,Auto,85493998,0.13419817362815414,36,0.9,2897948.8143527084,2023-08-11 07:16:19.760874,14,100
LOAN000194,CUST000041,Auto,51317902,0.11814035927339309,54,0.9,1229785.2270391108,2022-10-14 07:16:19.760874,17,77
LOAN000195,CUST000295,Motorcycle,27522270,0.13612401101059862,12,0.9,2466128.785231601,2022-05-16 07:16:19.760874,17,73
LOAN000196,CUST000277,Auto,137499380,0.08328457045350379,36,0.8416238687525671,4329595.629612656,2024-06-12 07:16:19.760874,13,35
LOAN000197,CUST000145,Motorcycle,7890586,0.16671293875712986,12,0.8330142309981271,718428.6349382676,2025-01-20 07:16:19.760874,1,34
LOAN000198,CUST000287,Motorcycle,15162097,0.1677976069283343,30,0.8916898629089266,622274.4283376362,2023-03-31 07:16:19.760874,2,16
LOAN000199,CUST000311,Motorcycle,22711001,0.19411202286960455,18,0.695756410176531,1464416.7401145527,2022-11-17 07:16:19.760874,18,82
LOAN000200,CUST000515,Property,177911321,0.09179050215539265,108,0.7982864197721934,2426353.453901871,2024-12-06 07:16:19.760874,4,18
LOAN000201,CUST000660,Property,137589389,0.08282006986756062,108,0.8612565608468068,1811413.5926452402,2024-08-26 07:16:19.760874,13,38
LOAN000202,CUST000383,Auto,64117137,0.07579525756176651,60,0.8999218151762661,1287200.2833435298,2023-05-08 07:16:19.760874,1,43
