loan_id,payment_date,mob,amount_due,amount_paid,payment_status,dpd
LOAN000026,2023-03-01,1,1324674.5700014944,1324674.5700014944,Paid,0
LOAN000026,2023-03-31,2,1324674.5700014944,1324674.5700014944,Paid,0
LOAN000026,2023-04-30,3,1324674.5700014944,1324674.5700014944,Paid,0
LOAN000027,2022-08-03,1,3478021.807738986,3478021.807738986,Paid,0
LOAN000027,2022-09-02,2,3478021.807738986,3478021.807738986,Paid,0
LOAN000027,2022-10-02,3,3478021.807738986,3478021.807738986,Paid,0
LOAN000028,2024-10-11,1,2051482.1870936803,2004240.2760080935,Partial,16
LOAN000028,2024-11-10,2,2051482.1870936803,2051482.1870936803,Paid,0
LOAN000028,2024-12-10,3,2051482.1870936803,2051482.1870936803,Paid,0
LOAN000029,2023-06-22,1,1113125.9277169786,906300.277954235,Partial,8
LOAN000029,2023-07-22,2,1113125.9277169786,1113125.9277169786,Paid,0
LOAN000029,2023-08-21,3,1113125.9277169786,1113125.9277169786,Paid,0
LOAN000030,2024-03-22,1,1410442.9376603467,1410442.9376603467,Paid,0
LOAN000030,2024-04-21,2,1410442.9376603467,368869.84323824814,Partial,43
LOAN000030,2024-05-21,3,1410442.9376603467,678369.3581185554,Partial,67
LOAN000031,2024-12-15,1,1406585.0885180868,1406585.0885180868,Paid,0
LOAN000031,2025-01-14,2,1406585.0885180868,1406585.0885180868,Paid,0
LOAN000031,2025-02-13,3,1406585.0885180868,1406585.0885180868,Paid,0
LOAN000032,2023-04-15,1,1759631.186532732,1759631.186532732,Paid,0
LOAN000032,2023-05-15,2,1759631.186532732,1327723.8142086563,Partial,18
LOAN000032,2023-06-14,3,1759631.186532732,571856.9642687566,Partial,33
LOAN000033,2024-06-22,1,9055304.884264315,9055304.884264315,Paid,0
LOAN000033,2024-07-22,2,9055304.884264315,9055304.884264315,Paid,0
LOAN000033,2024-08-21,3,9055304.884264315,7581440.030610092,Partial,7
LOAN000034,2023-06-24,1,560714.1804807499,41501.08487230454,Partial,57
LOAN000034,2023-07-24,2,560714.1804807499,560714.1804807499,Paid,0
LOAN000034,2023-08-23,3,560714.1804807499,560714.1804807499,Paid,0
LOAN000035,2024-02-22,1,1014475.7855805068,1014475.7855805068,Paid,0
LOAN000035,2024-03-23,2,1014475.7855805068,1014475.7855805068,Paid,0
LOAN000035,2024-04-22,3,1014475.7855805068,810233.0966369202,Partial,4
LOAN000036,2024-08-24,1,3121154.8547027367,3121154.8547027367,Paid,0
LOAN000036,2024-09-23,2,3121154.8547027367,3121154.8547027367,Paid,0
LOAN000036,2024-10-23,3,3121154.8547027367,2618973.2898207265,Partial,3
LOAN000037,2025-01-26,1,954269.2536563713,954269.2536563713,Paid,0
LOAN000037,2025-02-25,2,954269.2536563713,954269.2536563713,Paid,0
LOAN000037,2025-03-27,3,954269.2536563713,752488.4699200197,Partial,2
LOAN000038,2023-11-15,1,1266815.4235777103,1266815.4235777103,Paid,0
LOAN000038,2023-12-15,2,1266815.4235777103,1266815.4235777103,Paid,0
LOAN000038,2024-01-14,3,1266815.4235777103,1266815.4235777103,Paid,0
LOAN000039,2025-04-11,1,1321113.772474989,1321113.772474989,Paid,0
LOAN000039,2025-05-11,2,1321113.772474989,1321113.772474989,Paid,0
LOAN000039,2025-06-10,3,1321113.772474989,1321113.772474989,Paid,0
LOAN000040,2024-09-27,1,7690090.709811115,7690090.709811115,Paid,0
LOAN000040,2024-10-27,2,7690090.709811115,7690090.709811115,Paid,0
LOAN000040,2024-11-26,3,7690090.709811115,7690090.709811115,Paid,0
LOAN000041,2023-01-13,1,4611596.659594285,4611596.659594285,Paid,0
LOAN000041,2023-02-12,2,4611596.659594285,4611596.659594285,Paid,0
LOAN000041,2023-03-14,3,4611596.659594285,4611596.659594285,Paid,0
LOAN000042,2023-06-30,1,4583738.977399162,1584433.9124716662,Partial,43
LOAN000042,2023-07-30,2,4583738.977399162,1028372.7285797147,Partial,36
LOAN000042,2023-08-29,3,4583738.977399162,4549518.396191273,Partial,27
LOAN000043,2025-02-24,1,1396863.2572983364,1396863.2572983364,Paid,0
LOAN000043,2025-03-26,2,1396863.2572983364,1396863.2572983364,Paid,0
LOAN000043,2025-04-25,3,1396863.2572983364,1396863.2572983364,Paid,0
LOAN000044,2022-11-29,1,2819636.30548506,2819636.30548506,Paid,0
LOAN000044,2022-12-29,2,2819636.30548506,2819636.30548506,Paid,0
LOAN000044,2023-01-28,3,2819636.30548506,2809911.157055444,Partial,3
LOAN000045,2025-01-02,1,1903487.689552124,1903487.689552124,Paid,0
LOAN000045,2025-02-01,2,1903487.689552124,1903487.689552124,Paid,0
LOAN000045,2025-03-03,3,1903487.689552124,1903487.689552124,Paid,0
LOAN000046,2023-07-22,1,6212130.348814799,5506039.615735349,Partial,9
LOAN000046,2023-08-21,2,6212130.348814799,5632677.11929885,Partial,12
LOAN000046,2023-09-20,3,6212130.348814799,5386999.685009134,Partial,21
LOAN000047,2023-05-17,1,3225239.984789641,3225239.984789641,Paid,0
LOAN000047,2023-06-16,2,3225239.984789641,2752030.10687767,Partial,1
LOAN000047,2023-07-16,3,3225239.984789641,3225239.984789641,Paid,0
LOAN000048,2024-10-16,1,4973502.480240821,4973502.480240821,Paid,0
LOAN000048,2024-11-15,2,4973502.480240821,4973502.480240821,Paid,0
LOAN000048,2024-12-15,3,4973502.480240821,4973502.480240821,Paid,0
LOAN000049,2022-05-03,1,1907164.3763992605,1907164.3763992605,Paid,0
LOAN000049,2022-06-02,2,1907164.3763992605,1907164.3763992605,Paid,0
LOAN000049,2022-07-02,3,1907164.3763992605,1373525.7977159924,Partial,5
LOAN000050,2023-10-30,1,1023754.0622013676,900020.3955734505,Partial,17
LOAN000050,2023-11-29,2,1023754.0622013676,825424.296244865,Partial,10
LOAN000050,2023-12-29,3,1023754.0622013676,722189.7265372749,Partial,8
LOAN000051,2025-01-16,1,1183341.7654891557,1183341.7654891557,Paid,0
LOAN000051,2025-02-15,2,1183341.7654891557,362196.16771272145,Partial,47
LOAN000051,2025-03-17,3,1183341.7654891557,262171.1407157774,Partial,51
LOAN000052,2023-06-06,1,1214835.985336661,941720.9273888499,Partial,22
LOAN000052,2023-07-06,2,1214835.985336661,1032030.2152110287,Partial,16
LOAN000052,2023-08-05,3,1214835.985336661,1192393.7803424217,Partial,13
LOAN000053,2025-01-11,1,2689826.5459694527,2689826.5459694527,Paid,0
LOAN000053,2025-02-10,2,2689826.5459694527,2689826.5459694527,Paid,0
LOAN000053,2025-03-12,3,2689826.5459694527,2689826.5459694527,Paid,0
LOAN000054,2022-08-11,1,3174852.689422252,3036008.1005081357,Partial,6
LOAN000054,2022-09-10,2,3174852.689422252,708286.5516713661,Partial,36
LOAN000054,2022-10-10,3,3174852.689422252,861892.3785869874,Partial,80
LOAN000055,2024-12-19,1,987303.0091401035,757852.4252631045,Partial,28
LOAN000055,2025-01-18,2,987303.0091401035,108942.92592225176,Partial,44
LOAN000055,2025-02-17,3,987303.0091401035,246748.13061051926,Partial,57
LOAN000056,2022-05-24,1,12480568.27884092,9638854.204683425,Partial,26
LOAN000056,2022-06-23,2,12480568.27884092,12480568.27884092,Paid,0
LOAN000056,2022-07-23,3,12480568.27884092,12480568.27884092,Paid,0
LOAN000057,2022-12-16,1,925356.9973873345,925356.9973873345,Paid,0
LOAN000057,2023-01-15,2,925356.9973873345,925356.9973873345,Paid,0
LOAN000057,2023-02-14,3,925356.9973873345,912796.2974493167,Partial,4
LOAN000058,2022-06-20,1,1695987.2924995231,1695987.2924995231,Paid,0
LOAN000058,2022-07-20,2,1695987.2924995231,1695987.2924995231,Paid,0
LOAN000058,2022-08-19,3,1695987.2924995231,1695987.2924995231,Paid,0
LOAN000059,2024-02-13,1,1261776.2440558672,641738.761576398,Partial,48
LOAN000059,2024-03-14,2,1261776.2440558672,74805.600932395,Partial,57
LOAN000059,2024-04-13,3,1261776.2440558672,547913.7199057945,Partial,57
LOAN000060,2023-09-09,1,2402113.549399435,2292428.065161859,Partial,15
LOAN000060,2023-10-09,2,2402113.549399435,438242.8174571428,Partial,45
LOAN000060,2023-11-08,3,2402113.549399435,616066.1575701298,Partial,83
LOAN000061,2022-10-23,1,1964101.6917794242,222098.6983314661,Partial,32
LOAN000061,2022-11-22,2,1964101.6917794242,830148.2769653191,Partial,58
LOAN000061,2022-12-22,3,1964101.6917794242,1135066.4298930743,Partial,72
LOAN000062,2024-04-22,1,1150612.886815406,1150612.886815406,Paid,0
LOAN000062,2024-05-22,2,1150612.886815406,1150612.886815406,Paid,0
LOAN000062,2024-06-21,3,1150612.886815406,1099115.8262626743,Partial,7
LOAN000063,2022-07-20,1,3431397.296269229,3431397.296269229,Paid,0
LOAN000063,2022-08-19,2,3431397.296269229,2530138.898079367,Partial,12
LOAN000063,2022-09-18,3,3431397.296269229,760164.8965401523,Partial,41
LOAN000064,2022-04-23,1,2627209.312986296,2627209.312986296,Paid,0
LOAN000064,2022-05-23,2,2627209.312986296,2627209.312986296,Paid,0
LOAN000064,2022-06-22,3,2627209.312986296,2421712.016969413,Partial,7
LOAN000065,2022-05-13,1,4807247.819319097,4807247.819319097,Paid,0
LOAN000065,2022-06-12,2,4807247.819319097,4807247.819319097,Paid,0
LOAN000065,2022-07-12,3,4807247.819319097,4807247.819319097,Paid,0
LOAN000066,2023-09-08,1,2023476.9294489154,1005338.4070333458,Partial,58
LOAN000066,2023-10-08,2,2023476.9294489154,130880.51688173841,Partial,79
LOAN000066,2023-11-07,3,2023476.9294489154,246530.77967012042,Partial,112
LOAN000067,2022-07-25,1,2747107.8676682482,2747107.8676682482,Paid,0
LOAN000067,2022-08-24,2,2747107.8676682482,2747107.8676682482,Paid,0
LOAN000067,2022-09-23,3,2747107.8676682482,2747107.8676682482,Paid,0
LOAN000068,2024-02-09,1,1269583.415576141,1269583.415576141,Paid,0
LOAN000068,2024-03-10,2,1269583.415576141,1269583.415576141,Paid,0
LOAN000068,2024-04-09,3,1269583.415576141,1225939.6891740889,Partial,9
LOAN000069,2024-03-02,1,1128697.9282419987,595886.2584507314,Partial,34
LOAN000069,2024-04-01,2,1128697.9282419987,883249.2708601113,Partial,12
LOAN000069,2024-05-01,3,1128697.9282419987,1128697.9282419987,Paid,0
LOAN000070,2022-05-15,1,1504910.5838645431,1504910.5838645431,Paid,0
LOAN000070,2022-06-14,2,1504910.5838645431,1100763.4678278775,Partial,17
LOAN000070,2022-07-14,3,1504910.5838645431,296921.58359023446,Partial,59
LOAN000071,2022-06-12,1,1949475.3334310364,1949475.3334310364,Paid,0
LOAN000071,2022-07-12,2,1949475.3334310364,1949475.3334310364,Paid,0
LOAN000071,2022-08-11,3,1949475.3334310364,1949475.3334310364,Paid,0
LOAN000072,2025-03-29,1,384440.005739057,384440.005739057,Paid,0
LOAN000072,2025-04-28,2,384440.005739057,384440.005739057,Paid,0
LOAN000072,2025-05-28,3,384440.005739057,319908.05219132156,Partial,5
LOAN000073,2024-06-07,1,1103034.4616251052,1103034.4616251052,Paid,0
LOAN000073,2024-07-07,2,1103034.4616251052,1103034.4616251052,Paid,0
LOAN000073,2024-08-06,3,1103034.4616251052,1027866.5052326452,Partial,6
LOAN000074,2023-02-10,1,662006.035996191,659110.491105619,Partial,24
LOAN000074,2023-03-12,2,662006.035996191,662006.035996191,Paid,0
LOAN000074,2023-04-11,3,662006.035996191,662006.035996191,Paid,0
LOAN000075,2025-02-23,1,2377201.8744173883,1615650.638836523,Partial,50
LOAN000075,2025-03-25,2,2377201.8744173883,454619.13444309373,Partial,61
LOAN000075,2025-04-24,3,2377201.8744173883,602992.9623557074,Partial,65
LOAN000076,2024-07-14,1,1792573.4831836445,1792573.4831836445,Paid,0
LOAN000076,2024-08-13,2,1792573.4831836445,1722125.0269075574,Partial,8
LOAN000076,2024-09-12,3,1792573.4831836445,1721897.1320674953,Partial,14
LOAN000077,2024-08-20,1,1191221.7962777717,625377.531863852,Partial,41
LOAN000077,2024-09-19,2,1191221.7962777717,283152.29046247253,Partial,35
LOAN000077,2024-10-19,3,1191221.7962777717,607231.9178658528,Partial,33
LOAN000078,2023-10-29,1,1148819.4462784664,190302.49675014033,Partial,35
LOAN000078,2023-11-28,2,1148819.4462784664,649416.1436775152,Partial,56
LOAN000078,2023-12-28,3,1148819.4462784664,724591.3836296672,Partial,92
LOAN000079,2023-09-03,1,613943.2861681882,613943.2861681882,Paid,0
LOAN000079,2023-10-03,2,613943.2861681882,613943.2861681882,Paid,0
LOAN000079,2023-11-02,3,613943.2861681882,613943.2861681882,Paid,0
LOAN000080,2022-11-07,1,1550127.652704997,1393540.2539026234,Partial,23
LOAN000080,2022-12-07,2,1550127.652704997,837879.6166666151,Partial,39
LOAN000080,2023-01-06,3,1550127.652704997,126463.57042095096,Partial,44
LOAN000081,2024-11-19,1,2524847.8984287046,2524847.8984287046,Paid,0
LOAN000081,2024-12-19,2,2524847.8984287046,2524847.8984287046,Paid,0
LOAN000081,2025-01-18,3,2524847.8984287046,1820228.611145834,Partial,3
LOAN000082,2022-12-14,1,1266427.8522020378,1266427.8522020378,Paid,0
LOAN000082,2023-01-13,2,1266427.8522020378,1168335.2553668679,Partial,23
LOAN000082,2023-02-12,3,1266427.8522020378,214279.1018061026,Partial,57
LOAN000083,2023-08-21,1,773395.6657779949,773395.6657779949,Paid,0
LOAN000083,2023-09-20,2,773395.6657779949,773395.6657779949,Paid,0
LOAN000083,2023-10-20,3,773395.6657779949,567521.5398027882,Partial,8
LOAN000084,2025-02-18,1,5431197.090468331,5431197.090468331,Paid,0
LOAN000084,2025-03-20,2,5431197.090468331,5431197.090468331,Paid,0
LOAN000084,2025-04-19,3,5431197.090468331,5431197.090468331,Paid,0
LOAN000085,2024-01-27,1,3614602.2623575944,2858159.5071622655,Partial,24
LOAN000085,2024-02-26,2,3614602.2623575944,2609791.691723119,Partial,22
LOAN000085,2024-03-27,3,3614602.2623575944,3302338.7306750333,Partial,13
LOAN000086,2024-03-03,1,2798143.6233767355,2798143.6233767355,Paid,0
LOAN000086,2024-04-02,2,2798143.6233767355,2798143.6233767355,Paid,0
LOAN000086,2024-05-02,3,2798143.6233767355,2009752.3689236573,Partial,3
LOAN000087,2022-12-17,1,1945591.2559735186,1945591.2559735186,Paid,0
LOAN000087,2023-01-16,2,1945591.2559735186,1945591.2559735186,Paid,0
LOAN000087,2023-02-15,3,1945591.2559735186,1945591.2559735186,Paid,0
LOAN000088,2023-09-07,1,2660420.1143898824,2660420.1143898824,Paid,0
LOAN000088,2023-10-07,2,2660420.1143898824,2660420.1143898824,Paid,0
LOAN000088,2023-11-06,3,2660420.1143898824,2660420.1143898824,Paid,0
LOAN000089,2025-03-20,1,1187559.8932515394,982865.8175069488,Partial,27
LOAN000089,2025-04-19,2,1187559.8932515394,119412.89467163789,Partial,49
LOAN000089,2025-05-19,3,1187559.8932515394,162041.5159418467,Partial,68
LOAN000090,2023-12-22,1,1378153.143252298,1272978.2443979871,Partial,16
LOAN000090,2024-01-21,2,1378153.143252298,916416.4727139417,Partial,53
LOAN000090,2024-02-20,3,1378153.143252298,551155.0086536462,Partial,103
LOAN000091,2022-09-27,1,1331162.0894282616,1207730.5460432577,Partial,22
LOAN000091,2022-10-27,2,1331162.0894282616,203760.01924190097,Partial,49
LOAN000091,2022-11-26,3,1331162.0894282616,649036.7705957253,Partial,61
LOAN000092,2024-02-03,1,1278837.7073580234,1278837.7073580234,Paid,0
LOAN000092,2024-03-04,2,1278837.7073580234,1278837.7073580234,Paid,0
LOAN000092,2024-04-03,3,1278837.7073580234,1278837.7073580234,Paid,0
LOAN000093,2024-12-02,1,1726387.3459386332,1726387.3459386332,Paid,0
LOAN000093,2025-01-01,2,1726387.3459386332,1726387.3459386332,Paid,0
LOAN000093,2025-01-31,3,1726387.3459386332,1726387.3459386332,Paid,0
LOAN000094,2023-12-30,1,9417775.884380132,9417775.884380132,Paid,0
LOAN000094,2024-01-29,2,9417775.884380132,9270440.637786781,Partial,10
LOAN000094,2024-02-28,3,9417775.884380132,8377176.9724315535,Partial,29
LOAN000095,2022-08-07,1,1202337.1477013915,1202337.1477013915,Paid,0
LOAN000095,2022-09-06,2,1202337.1477013915,1202337.1477013915,Paid,0
LOAN000095,2022-10-06,3,1202337.1477013915,849690.0381226928,Partial,2
LOAN000096,2024-11-07,1,1240101.8254671104,982801.4855890917,Partial,23
LOAN000096,2024-12-07,2,1240101.8254671104,1120401.0192580316,Partial,18
LOAN000096,2025-01-06,3,1240101.8254671104,1110659.6818219034,Partial,11
LOAN000097,2024-05-07,1,2128540.376639743,1957053.4105502341,Partial,11
LOAN000097,2024-06-06,2,2128540.376639743,876021.155478959,Partial,50
LOAN000097,2024-07-06,3,2128540.376639743,116399.23380178641,Partial,90
LOAN000098,2024-03-27,1,1309986.9911928484,1309986.9911928484,Paid,0
LOAN000098,2024-04-26,2,1309986.9911928484,1309986.9911928484,Paid,0
LOAN000098,2024-05-26,3,1309986.9911928484,1273720.9274699322,Partial,4
LOAN000099,2023-01-16,1,2039441.727472343,2039441.727472343,Paid,0
LOAN000099,2023-02-15,2,2039441.727472343,2039441.727472343,Paid,0
LOAN000099,2023-03-17,3,2039441.727472343,2039441.727472343,Paid,0
LOAN000100,2024-07-03,1,1791772.7122952398,1791772.7122952398,Paid,0
LOAN000100,2024-08-02,2,1791772.7122952398,1791772.7122952398,Paid,0
LOAN000100,2024-09-01,3,1791772.7122952398,1791772.7122952398,Paid,0
LOAN000101,2022-05-29,1,729023.8396633562,729023.8396633562,Paid,0
LOAN000101,2022-06-28,2,729023.8396633562,729023.8396633562,Paid,0
LOAN000101,2022-07-28,3,729023.8396633562,729023.8396633562,Paid,0
LOAN000102,2023-10-30,1,1227926.1758869041,1227926.1758869041,Paid,0
LOAN000102,2023-11-29,2,1227926.1758869041,1182798.17211569,Partial,23
LOAN000102,2023-12-29,3,1227926.1758869041,591401.1643904563,Partial,67
LOAN000103,2023-07-28,1,4513928.941347066,366732.1501973309,Partial,44
LOAN000103,2023-08-27,2,4513928.941347066,246124.8460093386,Partial,61
LOAN000103,2023-09-26,3,4513928.941347066,3075310.816203476,Partial,68
LOAN000104,2023-08-21,1,1593700.4002290654,1206545.89385003,Partial,12
LOAN000104,2023-09-20,2,1593700.4002290654,1448076.7429978452,Partial,22
LOAN000104,2023-10-20,3,1593700.4002290654,684480.7967496638,Partial,51
LOAN000105,2022-08-13,1,4002785.0223617544,3433041.0947223282,Partial,1
LOAN000105,2022-09-12,2,4002785.0223617544,3771183.275000297,Partial,3
LOAN000105,2022-10-12,3,4002785.0223617544,3052134.3085209588,Partial,3
LOAN000106,2023-06-26,1,688020.1683259006,496480.85743205214,Partial,22
LOAN000106,2023-07-26,2,688020.1683259006,688020.1683259006,Paid,0
LOAN000106,2023-08-25,3,688020.1683259006,688020.1683259006,Paid,0
LOAN000107,2025-02-24,1,1206213.821297498,852725.4732782682,Partial,2
LOAN000107,2025-03-26,2,1206213.821297498,1041389.7848577193,Partial,2
LOAN000107,2025-04-25,3,1206213.821297498,1206213.821297498,Paid,0
LOAN000108,2025-01-06,1,1252063.925840605,321682.5462582587,Partial,57
LOAN000108,2025-02-05,2,1252063.925840605,169792.57721554572,Partial,64
LOAN000108,2025-03-07,3,1252063.925840605,621042.8829959091,Partial,66
LOAN000109,2022-10-31,1,347816.8878207626,286605.3898034383,Partial,24
LOAN000109,2022-11-30,2,347816.8878207626,58908.715588877734,Partial,61
LOAN000109,2022-12-30,3,347816.8878207626,14617.150481299503,Partial,87
LOAN000110,2023-12-28,1,1918289.7551973201,1918289.7551973201,Paid,0
LOAN000110,2024-01-27,2,1918289.7551973201,1918289.7551973201,Paid,0
LOAN000110,2024-02-26,3,1918289.7551973201,1918289.7551973201,Paid,0
LOAN000111,2023-06-17,1,3056727.207951919,2755023.172446811,Partial,15
LOAN000111,2023-07-17,2,3056727.207951919,2693128.8600422833,Partial,27
LOAN000111,2023-08-16,3,3056727.207951919,913089.4599400795,Partial,73
LOAN000112,2022-05-22,1,1955891.339776591,1955891.339776591,Paid,0
LOAN000112,2022-06-21,2,1955891.339776591,1811911.4007590201,Partial,27
LOAN000112,2022-07-21,3,1955891.339776591,842031.5647198722,Partial,49
LOAN000113,2023-02-07,1,1283641.9180894548,925519.3879559954,Partial,17
LOAN000113,2023-03-09,2,1283641.9180894548,1047391.1460132388,Partial,18
LOAN000113,2023-04-08,3,1283641.9180894548,1217099.7695334605,Partial,24
LOAN000114,2025-01-19,1,6512700.314159393,5159449.379314185,Partial,19
LOAN000114,2025-02-18,2,6512700.314159393,3999542.610881522,Partial,58
LOAN000114,2025-03-20,3,6512700.314159393,1746254.6921998858,Partial,70
LOAN000115,2023-03-23,1,2762522.818190688,2435643.4467856437,Partial,2
LOAN000115,2023-04-22,2,2762522.818190688,2373508.5584149356,Partial,0
LOAN000115,2023-05-22,3,2762522.818190688,2762522.818190688,Paid,0
LOAN000116,2023-12-27,1,1482385.1902165585,1482385.1902165585,Paid,0
LOAN000116,2024-01-26,2,1482385.1902165585,1207377.1891079051,Partial,28
LOAN000116,2024-02-25,3,1482385.1902165585,456712.342138635,Partial,47
LOAN000117,2022-10-15,1,1072629.0397869102,286213.4274683956,Partial,34
LOAN000117,2022-11-14,2,1072629.0397869102,650049.5719567697,Partial,56
LOAN000117,2022-12-14,3,1072629.0397869102,471541.0953524928,Partial,64
LOAN000118,2023-12-31,1,1820221.7800140795,1600041.3263083564,Partial,27
LOAN000118,2024-01-30,2,1820221.7800140795,1321300.8228853047,Partial,26
LOAN000118,2024-02-29,3,1820221.7800140795,1692568.7140337345,Partial,19
LOAN000119,2023-12-28,1,1354472.0175009628,1354472.0175009628,Paid,0
LOAN000119,2024-01-27,2,1354472.0175009628,1354472.0175009628,Paid,0
LOAN000119,2024-02-26,3,1354472.0175009628,1055544.8317278163,Partial,4
LOAN000120,2024-01-21,1,3057956.2856047996,3057956.2856047996,Paid,0
